
Euden,尤蒂尔,100001_01_r04.png,Icon_Type_Attack.png,Icon_Rarity_4.png,Icon_Element_Flame.png,Icon_Weapon_Sword.png,693,464,Icon_Skill_004.png,周围x2,Icon_Skill_005.png,直线x1/减防5%,Icon_Ability_1020005.png,队)龙槽率15%,Icon_Ability_1020002.png,变龙加攻25%,Icon_Ability_1030006.png,昏迷抗性100%,Icon_Ability_1010003.png,玩家经验15%,
Elisanne,埃尔菲莉丝,100002_01_r04.png,Icon_Type_Support.png,Icon_Rarity_4.png,Icon_Element_Water.png,Icon_Weapon_Lance.png,728,445,Icon_Skill_030.png,群攻20%,Icon_Skill_019.png,目标x1,Icon_Ability_1020001.png,队)血上限15%,Icon_Ability_1010006.png,Buff时间25%,Icon_Ability_1030002.png,烧伤抗性50%,Icon_Ability_1030006.png,昏迷抗性25%,
Halloween_Elisanne,埃尔菲莉丝(万圣节),100002_02_r05.png,Icon_Type_Support.png,Icon_Rarity_5.png,Icon_Element_Light.png,Icon_Weapon_Lance.png,793,483,Icon_Skill_022.png,前方x7/强化S1,Icon_Skill_012.png,前x10/技槽500,Icon_Ability_1020001.png,队)血上限15%,Icon_Ability_1010002.png,技能伤30%,Icon_Ability_1030007.png,诅咒抗性100%,Icon_Ability_1020013.png,消怒加速35%,
Ranzal,兰扎卜,100003_01_r04.png,Icon_Type_Defense.png,Icon_Rarity_4.png,Icon_Element_Wind.png,Icon_Weapon_Axe.png,756,429,Icon_Skill_004.png,周围x4/吸引,Icon_Skill_033.png,群盾x1,Icon_Ability_1020003.png,队)防御力15%,Icon_Ability_1020002.png,5杀)攻5%,Icon_Ability_1030009.png,湿身抗性100%,Icon_Ability_1020003.png,HP30)防50%,
Gala_Ranzal,兰扎卜(FES),100003_07_r05.png,Icon_Type_Attack.png,Icon_Rarity_5.png,Icon_Element_Wind.png,Icon_Weapon_Sword.png,755,504,Icon_Skill_020.png,目x6/槽满增伤,Icon_Skill_035.png,强击)远/群防10,Icon_Ability_1020005.png,队)龙槽率15%,Icon_Ability_1010013.png,槽满加防8/15%,Icon_Ability_1030016.png,冰冻/湿身100%,Icon_Ability_1010002.png,技能伤30%,
Cleo,库菈乌,100004_01_r04.png,Icon_Type_Healing.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Staff.png,739,432,Icon_Skill_029.png,群疗108%/解麻,Icon_Skill_031.png,群防20%,Icon_Ability_1020009.png,队)治疗量20%,Icon_Ability_1010007.png,开场技槽75%,Icon_Ability_1030004.png,麻痹抗性100%,Icon_Ability_1020003.png,HP70)防8%,
Dragonyule_Cleo,库菈乌(星龙祭),100004_02_r05.png,Icon_Type_Support.png,Icon_Rarity_5.png,Icon_Element_Water.png,Icon_Weapon_Dagger.png,801,474,Icon_Skill_916.png,前11/冰冻/群E1,Icon_Skill_003.png,前方x5,Icon_Ability_1020010.png,队)暴击率10%,Icon_Ability_1020002.png,HP70)攻13%,Icon_Ability_1030006.png,昏迷抗性100%,Icon_Ability_1010012.png,30连)E+1,
Alex,沙音,100005_01_r04.png,Icon_Type_Attack.png,Icon_Rarity_4.png,Icon_Element_Shadow.png,Icon_Weapon_Dagger.png,696,460,Icon_Skill_004.png,周围x4/减防5%,Icon_Skill_020.png,目x4/Break增伤,Icon_Ability_1020010.png,队)暴击率10%,Icon_Ability_1010002.png,满HP)技能伤35,Icon_Ability_1030005.png,黑暗抗性100%,Icon_Ability_1020004.png,技槽率5%,
Luca,卢卡,100006_01_r04.png,Icon_Type_Support.png,Icon_Rarity_4.png,Icon_Element_Light.png,Icon_Weapon_Bow.png,743,430,Icon_Skill_015.png,目标x1/麻痹,Icon_Skill_028.png,直线x1,Icon_Ability_1020004.png,队)技槽率15%,Icon_Ability_1020002.png,满HP)攻13%,Icon_Ability_1030007.png,诅咒抗性50%,Icon_Ability_1030001.png,中毒抗性25%,
Gala_Mym,穆穆(FES),100010_04_r05.png,Icon_Type_Attack.png,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,749,510,Icon_Skill_003.png,前方/龙槽5%,Icon_Skill_025.png,直线,Icon_Ability_1020001.png,队)血上限15%,Icon_Ability_1020001.png,烧抗/变龙强化,Icon_Ability_1010014.png,昏抗/昏充50%,Icon_Ability_1030017.png,龙化时间20%,
Gala_Sarisse,希里丝(FES),100029_02_r05.png,Icon_Type_Support.png,Icon_Rarity_5.png,Icon_Element_Flame.png,Icon_Weapon_Bow.png,843,485,Icon_Skill_014.png,前x1(7)/Buff数,Icon_Skill_030.png,攻20%|防20%,Icon_Ability_1020004.png,队)技槽率15%,Icon_Ability_1010013.png,20连)攻2/暴1,Icon_Ability_1030011.png,昏迷/睡眠100%,Icon_Ability_1010006.png,Buff时间30%,
Alain,阿兰,110001_01_r03.png,Icon_Type_Defense.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Lance.png,745,415,Icon_Skill_012.png,前方x3,Icon_Skill_004.png,周围x2,Icon_Ability_1020001.png,队)血上限15%,Icon_Ability_1020003.png,HP30)防50%,Icon_Ability_1030006.png,昏迷抗性50%,Icon_Ability_1030006.png,昏迷抗性25%,
Aoi,葵,110002_01_r03.png,Icon_Type_Attack.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Blade.png,666,468,Icon_Skill_004.png,周围x1,Icon_Skill_008.png,直线x1,Icon_Ability_1020002.png,队)攻击力10%,Icon_Ability_1010010.png,OD伤8%,Icon_Ability_1030010.png,睡眠抗性50%,Icon_Ability_1030010.png,睡眠抗性25%,
Joe,乔,110003_01_r03.png,Icon_Type_Attack.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Bow.png,686,445,Icon_Skill_017.png,直线x3,Icon_Skill_028.png,直线x1/烧伤,Icon_Ability_1020004.png,队)技槽率15%,Icon_Ability_1040002.png,满HP)烧伤率40,Icon_Ability_1030006.png,昏迷抗性50%,Icon_Ability_1030006.png,昏迷抗性25%,
Xania,桑妮雅,110004_01_r03.png,Icon_Type_Attack.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Wand.png,672,461,Icon_Skill_014.png,直线x1,Icon_Skill_020.png,目标x1,Icon_Ability_1010002.png,队)技能伤15%,Icon_Ability_1010002.png,技能伤20%,Icon_Ability_1030006.png,昏迷抗性50%,Icon_Ability_1030006.png,昏迷抗性25%,
Renelle,拉辛,110005_01_r03.png,Icon_Type_Support.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Dagger.png,718,429,Icon_Skill_004.png,周围x3,Icon_Skill_002.png,前方x2/减防5%,Icon_Ability_1020010.png,队)暴击率10%,Icon_Ability_1020010.png,15连)暴率8%,Icon_Ability_1030007.png,诅咒抗性50%,Icon_Ability_1030007.png,诅咒抗性25%,
Aurien,欧雷因,110006_01_r03.png,Icon_Type_Healing.png,Icon_Rarity_3.png,Icon_Element_Flame.png,Icon_Weapon_Staff.png,724,422,Icon_Skill_029.png,群疗108%,Icon_Skill_018.png,周围x1,Icon_Ability_1020009.png,队)治疗量20%,Icon_Ability_1010002.png,HP70)技能伤25,Icon_Ability_1030010.png,睡眠抗性50%,Icon_Ability_1030010.png,睡眠抗性25%,
